,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,unique_suit
15642,3,1,3,8,3,9,4,11,4,12,2
15643,1,5,1,8,2,10,2,11,4,12,3
15644,2,1,2,3,3,4,4,7,4,10,3
15645,1,3,2,6,3,8,3,10,4,13,4
15646,1,1,3,1,3,4,4,5,4,9,3
15647,2,1,3,2,3,8,3,9,3,11,2
15648,1,3,2,6,2,9,2,11,4,12,3
15649,1,5,1,5,2,6,2,6,3,7,3
15650,1,4,2,7,2,8,3,9,4,9,4
15651,2,4,3,5,3,6,3,9,4,11,3
15652,2,1,2,4,2,7,3,10,4,13,3
15653,1,2,1,10,1,11,3,12,4,13,3
15654,2,3,2,4,2,5,2,11,3,13,2
15655,1,1,2,1,2,2,2,8,3,10,3
15656,2,3,3,3,3,6,3,10,4,12,3
15657,1,3,1,6,1,7,2,8,3,12,3
15658,1,4,1,5,2,8,3,11,3,12,3
15659,1,2,3,2,3,5,4,6,4,10,3
15660,1,1,2,7,2,12,2,12,4,13,3
15661,1,1,3,4,3,6,4,10,4,11,3
15662,1,4,1,5,2,7,4,9,4,11,3
15663,1,6,1,7,2,7,2,13,4,13,3
15664,1,1,1,1,2,2,3,4,4,11,4
15665,1,2,2,4,2,10,2,10,3,13,3
15666,1,3,1,4,2,4,3,9,4,11,4
15667,1,3,1,6,1,6,3,11,4,12,3
15668,1,2,2,9,2,9,3,11,3,12,3
15669,2,4,2,5,2,6,3,8,3,11,2
15670,1,7,1,9,2,11,2,12,2,12,2
15671,1,2,2,2,4,3,4,9,4,10,3
15672,1,8,3,11,3,11,4,13,4,13,3
15673,1,3,2,5,3,8,4,8,4,8,4
15674,1,1,1,5,2,8,2,11,3,11,3
15675,1,7,2,11,3,12,3,12,4,13,4
15676,1,4,2,6,4,6,4,13,4,13,3
15677,1,2,2,4,2,6,3,6,3,8,3
15678,1,3,1,4,2,5,2,5,2,13,2
15679,1,1,2,2,2,2,3,5,4,13,4
15680,1,1,3,6,4,7,4,12,4,12,3
15681,1,1,1,1,1,5,2,10,3,12,3
15682,1,1,2,3,2,5,3,10,3,12,3
15683,1,2,1,3,1,6,2,8,3,12,3
15684,1,1,1,2,2,8,3,9,4,12,4
15685,1,6,1,7,3,7,4,8,4,11,3
15686,1,2,1,2,1,8,2,11,4,13,3
15687,1,2,2,3,2,9,4,10,4,11,3
15688,1,1,1,5,1,6,2,6,4,12,3
15689,1,1,1,3,3,6,3,7,4,7,3
15690,1,1,2,5,3,6,4,8,4,10,4
15691,2,1,2,4,3,5,3,11,3,12,2
15692,1,1,1,1,2,2,3,7,4,9,4
15693,2,4,2,5,3,5,3,5,4,6,3
15694,1,5,2,6,3,8,3,9,4,13,4
15695,1,1,2,4,4,5,4,7,4,10,3
15696,2,2,3,5,3,6,4,10,4,11,3
15697,1,6,2,7,3,11,4,12,4,12,4
15698,1,1,2,4,2,8,4,11,4,12,3
15699,1,1,2,3,3,11,4,11,4,12,4
15700,1,1,1,5,2,6,3,11,3,13,3
15701,1,1,2,6,4,8,4,10,4,12,3
15702,1,1,1,6,1,7,2,8,4,9,3
15703,1,1,1,1,2,4,3,9,3,12,3
15704,1,6,1,9,1,10,2,11,3,13,3
15705,2,1,2,4,3,12,3,13,4,13,3
15706,2,7,2,9,2,11,3,12,3,13,2
15707,1,1,2,2,2,4,3,5,4,13,4
15708,2,4,3,5,3,6,3,12,4,13,3
15709,1,3,4,5,4,6,4,9,4,13,2
15710,1,5,2,9,3,10,3,11,3,12,3
15711,1,6,1,7,3,8,4,9,4,12,3
15712,1,3,1,4,1,5,2,7,2,8,2
15713,1,3,2,4,2,4,2,11,4,12,3
15714,1,4,2,9,2,9,2,11,3,11,3
15715,1,1,3,1,3,8,4,13,4,13,3
15716,1,3,3,3,4,8,4,10,4,13,3
15717,1,3,1,7,2,7,3,7,4,9,4
15718,1,6,1,8,3,9,4,12,4,12,3
15719,2,1,3,1,4,3,4,4,4,9,3
15720,1,1,1,1,1,3,3,10,4,11,3
15721,1,4,1,5,2,6,2,9,2,12,2
15722,1,5,2,7,2,9,4,10,4,11,3
15723,1,7,2,10,2,10,3,11,4,13,4
15724,1,4,1,4,3,6,3,9,4,10,3
15725,1,3,2,5,2,6,3,8,3,12,3
15726,2,4,3,5,3,6,4,9,4,9,3
15727,1,2,1,3,2,5,2,6,3,9,3
15728,1,2,1,2,1,5,3,10,4,12,3
15729,1,3,1,8,2,8,2,10,3,12,3
15730,1,5,2,5,3,6,4,8,4,11,4
15731,1,4,1,5,2,6,3,9,3,13,3
15732,2,2,2,5,3,6,4,13,4,13,3
15733,1,1,3,1,3,3,4,6,4,10,3
15734,1,4,3,5,4,6,4,6,4,10,3
15735,4,1,4,2,4,3,4,5,4,13,1
15736,1,1,2,5,2,5,3,9,4,10,4
15737,1,2,1,4,2,7,3,8,3,11,3
15738,1,1,1,5,2,5,2,8,4,11,3
15739,1,4,2,8,3,10,3,10,4,13,4
15740,1,2,1,2,3,7,3,10,4,13,3
15741,2,2,3,3,3,5,4,5,4,11,3
15742,1,6,1,8,2,9,2,11,3,12,3
15743,2,3,2,5,2,6,3,7,4,8,3
15744,1,2,3,9,3,11,4,12,4,13,3
15745,1,1,1,5,1,6,4,7,4,11,2
15746,1,3,1,8,2,8,3,11,4,12,4
15747,1,1,2,3,3,5,4,8,4,12,4
15748,2,1,2,4,3,6,3,11,4,12,3
15749,1,1,3,3,3,7,3,7,4,10,3
15750,1,8,1,9,3,10,4,11,4,11,3
15751,1,2,1,3,1,5,2,10,4,10,3
15752,1,9,1,10,1,12,3,12,4,12,3
15753,1,2,1,4,1,6,3,6,4,11,3
15754,2,3,2,6,3,7,4,7,4,12,3
15755,1,3,1,8,2,8,2,12,3,12,3
15756,1,2,2,6,3,7,4,10,4,13,4
15757,1,7,2,8,4,12,4,13,4,13,3
15758,1,6,2,7,3,7,4,10,4,12,4
15759,2,3,2,8,2,9,3,12,3,13,2
15760,1,2,2,9,3,11,3,12,3,12,3
15761,1,1,3,2,3,6,3,9,4,11,3
15762,1,1,1,3,2,3,3,7,4,10,4
15763,1,5,2,5,2,8,2,9,3,13,3
15764,1,2,1,2,2,4,4,8,4,12,3
15765,1,4,1,7,1,8,2,13,4,13,3
15766,2,2,2,5,3,6,3,8,4,11,3
15767,1,5,3,7,3,8,3,8,4,13,3
15768,2,1,2,5,2,6,3,7,4,10,3
15769,1,1,1,6,1,7,3,13,3,13,2
15770,1,1,3,3,3,6,4,7,4,9,3
15771,2,4,3,6,3,10,4,12,4,13,3
15772,1,1,1,6,2,7,2,9,4,11,3
15773,1,1,1,2,2,8,3,9,3,12,3
15774,1,1,3,2,3,2,4,6,4,6,3
15775,2,2,2,3,3,11,3,11,3,13,2
15776,1,3,1,6,1,7,2,8,3,8,3
15777,1,1,1,2,1,3,2,9,4,9,3
15778,1,3,2,4,2,6,2,12,4,13,3
15779,1,1,1,5,2,6,3,8,4,13,4
15780,1,1,2,1,2,5,3,11,4,11,4
15781,2,8,2,8,3,9,4,10,4,11,3
15782,1,3,2,4,3,10,4,10,4,13,4
15783,2,2,2,4,2,7,2,8,4,12,2
15784,1,1,1,5,2,7,4,10,4,12,3
15785,2,2,3,3,3,4,3,5,4,7,3
15786,2,2,3,3,3,3,3,9,4,12,3
15787,1,1,2,4,2,5,3,10,4,13,4
15788,1,1,2,2,3,9,3,9,3,10,3
15789,2,2,2,3,2,6,3,11,3,13,2
15790,2,1,3,5,4,6,4,11,4,13,3
15791,1,1,1,4,1,6,3,9,4,11,3
15792,1,1,3,3,3,6,3,10,4,13,3
15793,1,3,2,6,2,7,3,7,3,13,3
15794,1,3,1,8,2,10,3,12,4,12,4
15795,1,1,1,8,2,9,4,12,4,13,3
15796,2,6,3,7,3,9,4,9,4,13,3
15797,2,2,2,3,2,4,3,8,3,10,2
15798,1,6,1,7,3,11,3,12,4,13,3
15799,1,1,2,4,4,6,4,12,4,13,3
15800,1,1,2,3,3,7,3,7,4,10,4
15801,1,4,1,6,2,8,2,11,4,12,3
15802,1,2,1,4,1,4,2,12,2,13,2
15803,1,6,2,6,3,7,4,10,4,12,4
15804,1,2,1,8,3,11,4,12,4,13,3
15805,1,1,2,6,3,11,4,11,4,13,4
15806,1,2,1,4,1,6,2,10,2,12,2
15807,1,1,1,3,2,5,3,10,4,13,4
15808,2,3,2,4,3,6,4,8,4,11,3
15809,1,3,1,3,2,4,4,6,4,12,3
15810,1,2,1,4,1,10,2,11,4,12,3
15811,1,6,1,7,3,8,4,8,4,12,3
15812,1,2,2,4,3,4,3,6,3,9,3
15813,1,1,2,1,3,2,3,7,3,13,3
15814,1,3,1,3,2,4,4,9,4,10,3
15815,1,1,2,8,3,8,3,13,4,13,4
15816,2,1,3,3,3,7,3,12,4,13,3
15817,2,3,2,4,2,6,4,7,4,8,2
15818,1,1,2,2,3,12,3,13,4,13,4
15819,1,2,2,6,2,7,2,7,3,11,3
15820,1,3,2,6,3,8,3,11,4,13,4
15821,1,2,1,8,2,8,3,10,4,13,4
15822,1,3,1,9,2,10,2,11,4,13,3
15823,3,2,3,5,4,6,4,10,4,12,2
15824,1,3,2,6,3,9,3,10,4,13,4
15825,1,1,1,2,1,4,2,5,3,12,3
15826,2,3,2,6,2,6,3,7,4,7,3
15827,2,7,3,7,4,9,4,11,4,12,3
15828,1,3,2,7,2,10,4,12,4,13,3
15829,1,1,1,4,2,10,2,12,3,13,3
15830,1,2,1,6,1,7,3,9,3,10,2
15831,2,1,2,1,3,5,4,7,4,13,3
15832,1,3,1,8,3,10,3,11,4,11,3
15833,1,1,1,2,1,4,1,9,2,10,2
15834,2,3,2,4,3,8,4,10,4,11,3
15835,1,1,3,8,3,10,4,12,4,13,3
15836,1,3,1,4,2,6,3,11,4,12,4
15837,1,2,2,3,3,5,3,7,4,12,4
15838,1,3,2,6,2,6,4,8,4,10,3
15839,3,4,3,7,3,11,3,12,4,13,2
15840,2,4,2,5,3,5,3,7,4,8,3
15841,1,2,3,3,4,4,4,5,4,13,3
15842,2,2,2,2,3,3,3,5,3,6,2
15843,2,2,3,3,3,9,4,10,4,11,3
15844,1,6,2,7,3,8,4,10,4,11,4
15845,2,1,3,1,3,3,3,10,4,11,3
15846,1,2,2,2,3,9,4,10,4,13,4
15847,1,4,2,7,3,8,3,8,4,10,4
15848,1,7,1,9,2,10,3,10,4,13,4
15849,1,3,1,7,2,9,3,9,4,11,4
15850,2,1,3,2,4,3,4,5,4,11,3
15851,1,2,2,4,2,8,3,9,4,12,4
15852,1,1,1,2,2,6,2,8,4,13,3
15853,1,1,3,2,3,2,4,9,4,11,3
15854,1,2,2,7,3,8,4,9,4,11,4
15855,1,3,1,4,1,9,1,10,4,13,2
15856,1,2,1,5,3,7,4,11,4,12,3
15857,1,3,2,6,2,11,4,11,4,12,3
15858,1,5,2,9,2,9,2,10,3,11,3
15859,1,2,3,7,3,9,4,9,4,10,3
15860,1,3,2,6,2,6,3,8,4,11,4
15861,1,2,1,3,1,6,4,7,4,8,2
15862,2,8,2,8,3,10,3,11,4,12,3
15863,2,2,2,3,4,4,4,9,4,10,2
15864,1,1,1,2,1,6,2,7,4,11,3
15865,1,3,1,5,2,7,3,11,4,12,4
15866,1,1,1,3,1,10,2,10,2,11,2
15867,1,1,1,1,2,2,3,4,4,9,4
15868,1,2,2,4,2,6,4,6,4,7,3
15869,1,2,2,5,2,6,2,10,4,12,3
15870,1,2,1,4,1,5,2,10,3,10,3
15871,1,4,1,7,2,9,2,10,4,10,3
15872,1,1,1,2,3,4,4,5,4,8,3
15873,1,2,1,4,4,5,4,13,4,13,2
15874,2,2,2,5,3,7,4,8,4,13,3
15875,2,1,2,2,3,2,4,8,4,13,3
15876,2,3,2,5,3,8,3,11,4,13,3
15877,2,3,2,6,3,6,4,9,4,13,3
15878,2,5,2,6,3,7,4,10,4,11,3
15879,2,2,3,3,4,3,4,7,4,13,3
15880,1,3,2,8,2,10,3,12,4,12,4
15881,1,4,2,5,2,7,4,8,4,13,3
15882,1,5,1,6,3,7,3,10,4,13,3
15883,1,1,2,2,2,9,3,13,4,13,4
15884,1,1,1,7,2,9,2,12,4,13,3
15885,1,2,1,3,3,6,4,7,4,9,3
15886,1,6,1,6,2,10,3,11,4,12,4
15887,1,2,2,6,3,10,4,13,4,13,4
15888,1,1,2,2,3,4,4,4,4,4,4
15889,1,1,1,7,1,8,3,9,4,13,3
15890,2,1,3,3,3,8,4,9,4,12,3
15891,1,2,1,5,3,7,3,10,4,13,3
15892,1,2,1,3,1,9,4,10,4,12,2
15893,1,1,1,4,3,9,4,10,4,12,3
15894,2,2,3,4,3,5,4,10,4,13,3
15895,1,7,2,8,2,12,2,13,3,13,3
15896,1,2,1,3,1,5,4,9,4,12,2
15897,1,4,2,4,2,7,3,8,3,9,3
15898,2,4,2,8,3,9,4,10,4,10,3
15899,1,3,2,6,2,7,3,12,4,13,4
15900,1,4,1,5,1,7,3,10,4,13,3
15901,1,1,1,4,2,4,3,4,4,10,4
15902,1,2,2,3,2,3,3,9,3,9,3
15903,1,1,2,2,2,4,3,5,4,6,4
15904,1,1,2,3,2,5,3,10,4,13,4
15905,1,2,1,4,1,5,2,9,3,12,3
15906,1,5,1,9,2,12,2,13,2,13,2
15907,3,1,3,2,3,7,4,12,4,13,2
15908,1,2,2,5,2,8,3,12,3,13,3
15909,1,1,2,3,2,3,3,4,4,13,4
15910,1,3,1,3,1,10,2,12,3,12,3
15911,1,4,1,5,1,8,2,10,3,13,3
15912,1,1,2,10,3,10,4,11,4,12,4
15913,1,1,2,4,2,5,3,9,4,11,4
15914,2,4,2,7,3,9,3,10,4,13,3
15915,2,2,2,3,2,7,4,10,4,11,2
15916,1,5,1,9,2,10,4,11,4,13,3
15917,1,1,2,3,3,3,4,7,4,12,4
15918,2,1,2,3,3,12,3,13,4,13,3
15919,1,1,1,3,2,8,3,9,3,12,3
15920,1,7,2,8,2,10,2,12,3,13,3
15921,1,1,1,3,2,4,3,6,4,8,4
15922,1,3,2,5,2,5,3,10,4,11,4
15923,1,2,1,2,3,6,4,10,4,12,3
15924,1,3,1,5,2,8,3,8,4,8,4
15925,2,3,2,4,3,10,3,11,4,12,3
15926,1,1,1,5,2,6,3,9,4,12,4
15927,1,2,1,4,2,6,2,7,3,7,3
15928,1,4,2,5,3,6,3,10,4,10,4
15929,1,1,1,8,2,10,3,11,3,13,3
15930,2,1,2,2,2,6,3,7,4,9,3
15931,1,4,1,8,2,12,2,12,2,13,2
15932,1,4,1,7,2,8,3,13,3,13,3
15933,1,1,1,6,2,7,3,8,4,8,4
15934,3,2,3,4,3,7,4,8,4,10,2
15935,1,2,2,3,2,4,2,10,4,13,3
15936,1,1,3,2,3,4,3,6,3,6,2
15937,1,2,1,4,1,4,4,9,4,12,2
15938,1,1,3,2,4,3,4,4,4,7,3
15939,1,5,1,6,2,7,3,10,3,12,3
15940,1,1,2,2,2,5,3,9,4,13,4
15941,1,1,2,2,2,7,4,10,4,10,3
15942,1,2,1,3,2,7,3,9,4,10,4
15943,1,4,1,10,2,11,3,11,4,13,4
15944,3,1,3,7,4,11,4,11,4,13,2
15945,1,2,1,4,2,7,2,7,4,8,3
15946,1,4,1,4,2,7,2,8,4,10,3
15947,1,2,2,2,3,6,4,7,4,11,4
15948,1,1,1,3,2,3,3,8,4,11,4
15949,2,5,2,6,3,9,3,12,4,13,3
15950,1,4,3,6,3,10,3,10,4,12,3
15951,2,1,3,6,3,8,3,10,4,11,3
15952,1,2,3,6,3,12,3,12,4,13,3
15953,1,3,1,11,2,11,4,11,4,13,3
15954,3,4,3,9,4,11,4,13,4,13,2
15955,2,4,3,4,4,5,4,6,4,10,3
15956,1,6,2,8,2,9,4,10,4,10,3
15957,1,2,2,7,3,10,4,11,4,12,4
15958,1,4,2,6,3,10,3,12,4,12,4
15959,1,1,1,3,2,11,2,12,4,12,3
15960,1,3,1,5,1,7,3,7,4,12,3
15961,1,3,1,3,2,3,3,6,3,10,3
15962,2,4,2,6,3,9,3,9,4,12,3
15963,1,6,1,6,4,8,4,9,4,11,2
15964,2,5,2,6,2,7,3,8,4,12,3
15965,1,1,2,2,3,3,4,8,4,11,4
15966,1,1,1,1,2,6,4,7,4,10,3
15967,1,7,2,9,2,9,4,10,4,11,3
15968,1,3,2,5,2,6,3,7,4,11,4
15969,1,1,1,5,2,11,4,11,4,13,3
15970,2,1,4,4,4,5,4,9,4,9,2
15971,1,5,2,6,4,7,4,9,4,10,3
15972,1,3,3,6,3,6,3,7,4,10,3
15973,1,2,2,7,3,9,4,9,4,12,4
15974,1,5,1,6,2,9,3,9,4,10,4
15975,2,4,2,8,3,10,4,12,4,13,3
15976,3,4,3,6,3,8,3,9,4,13,2
15977,1,1,1,5,3,8,3,8,4,11,3
15978,1,1,1,5,2,7,2,9,4,13,3
15979,2,6,2,7,3,11,3,11,4,13,3
15980,3,3,3,4,3,5,4,7,4,11,2
15981,1,2,2,6,3,7,4,7,4,13,4
15982,2,3,3,4,3,7,4,9,4,12,3
15983,2,8,4,9,4,9,4,12,4,13,2
15984,1,5,1,7,1,9,1,10,2,11,2
15985,1,2,1,5,2,6,3,8,4,9,4
15986,1,3,1,7,2,9,3,11,3,12,3
15987,1,5,1,7,2,9,2,9,4,13,3
15988,2,4,2,6,3,7,3,7,4,9,3
15989,1,3,1,3,1,6,4,7,4,13,2
15990,1,5,1,6,2,7,2,7,3,12,3
15991,1,1,3,3,3,4,4,10,4,11,3
15992,1,3,1,4,2,8,4,8,4,9,3
15993,2,3,2,5,3,6,4,13,4,13,3
15994,1,3,2,6,3,8,3,11,4,11,4
15995,1,1,2,3,3,6,4,7,4,9,4
15996,1,7,2,9,2,9,3,10,4,11,4
15997,1,6,1,8,2,11,3,13,4,13,4
15998,1,3,1,3,2,4,3,6,3,12,3
15999,1,1,1,2,3,4,4,9,4,13,3
16000,1,1,1,5,1,8,2,9,4,13,3
16001,1,3,2,7,3,8,3,9,4,13,4
16002,1,1,2,4,2,6,3,6,4,9,4
16003,1,5,1,9,2,10,4,11,4,12,3
16004,1,2,1,3,3,3,3,7,4,7,3
16005,2,4,2,5,3,6,3,6,3,7,2
16006,1,3,1,5,2,7,4,9,4,9,3
16007,3,4,3,6,3,7,3,7,4,8,2
16008,1,1,1,1,3,6,3,7,4,7,3
16009,2,3,3,5,3,6,4,7,4,11,3
16010,1,1,1,4,1,5,3,5,4,13,3
16011,1,1,1,3,4,3,4,9,4,9,2
16012,1,1,1,2,1,3,2,10,4,11,3
16013,1,1,2,6,2,8,4,12,4,13,3
16014,1,1,1,2,2,6,3,11,4,12,4
16015,1,4,3,7,3,9,4,13,4,13,3
16016,1,2,2,6,3,10,3,12,3,13,3
16017,1,2,2,3,2,9,3,12,3,13,3
16018,1,1,1,2,2,10,2,12,4,13,3
16019,1,5,1,6,1,7,3,10,3,11,2
16020,1,1,1,3,1,5,2,12,3,13,3
16021,1,2,2,3,3,4,3,10,4,11,4
16022,1,1,2,1,3,3,3,6,4,13,4
16023,1,1,1,2,2,7,3,8,3,10,3
16024,1,2,1,2,2,3,2,7,2,13,2
16025,1,3,2,5,3,9,3,11,4,12,4
16026,1,1,1,1,2,5,2,9,2,13,2
16027,1,2,3,5,3,10,4,11,4,12,3
16028,1,1,1,6,2,12,3,13,4,13,4
16029,1,4,2,7,3,8,3,13,4,13,4
16030,2,5,4,6,4,11,4,12,4,12,2
16031,1,1,2,2,3,4,4,6,4,6,4
16032,1,3,1,5,3,9,4,11,4,13,3
16033,1,2,1,3,2,6,2,7,3,8,3
16034,1,6,2,10,3,10,3,11,4,13,4
16035,1,4,2,7,2,9,3,11,3,12,3
16036,2,3,2,4,3,6,4,12,4,13,3
16037,1,2,4,7,4,9,4,12,4,12,2
16038,1,1,1,2,2,7,3,7,4,8,4
16039,1,7,2,10,2,10,4,12,4,13,3
16040,1,1,1,4,2,9,3,12,4,12,4
16041,4,2,4,4,4,6,4,7,4,12,1
16042,2,3,3,5,4,7,4,10,4,12,3
16043,3,5,3,7,4,11,4,12,4,13,2
16044,1,2,2,3,3,4,3,9,4,11,4
16045,1,1,2,2,3,2,3,5,3,11,3
16046,1,1,1,2,3,7,3,9,3,12,2
16047,1,1,1,4,2,5,4,6,4,11,3
16048,2,2,2,7,3,7,4,8,4,9,3
16049,1,2,1,5,2,6,4,9,4,12,3
16050,1,2,3,3,3,3,4,12,4,13,3
16051,1,2,2,2,3,2,3,5,4,6,4
16052,1,2,1,5,2,5,2,11,2,11,2
16053,1,3,1,4,1,5,4,8,4,13,2
16054,1,3,1,4,1,5,4,7,4,12,2
16055,1,2,2,9,3,11,4,12,4,13,4
16056,1,1,3,3,3,5,4,10,4,10,3
16057,2,1,2,1,2,2,3,11,4,13,3
16058,1,3,2,5,3,5,3,9,3,11,3
16059,1,1,2,4,2,13,3,13,4,13,4
16060,2,2,2,3,3,7,4,8,4,13,3
16061,1,6,1,7,1,8,2,11,4,13,3
16062,1,3,2,4,3,7,3,10,4,13,4
16063,1,1,1,3,3,7,3,9,3,12,2
16064,2,1,2,3,3,3,3,4,4,4,3
16065,2,1,4,4,4,5,4,7,4,12,2
16066,1,1,2,10,3,12,4,13,4,13,4
16067,1,4,2,5,4,7,4,10,4,13,3
16068,1,1,1,2,2,11,3,12,4,12,4
16069,1,2,1,3,3,3,4,6,4,11,3
16070,1,5,1,5,2,5,4,6,4,10,3
16071,2,2,2,3,3,4,4,8,4,11,3
16072,1,1,1,4,3,4,3,7,4,11,3
16073,1,2,2,4,3,5,3,11,4,12,4
16074,1,2,2,8,2,10,3,11,4,12,4
16075,1,5,1,8,2,9,3,11,4,11,4
16076,3,6,4,8,4,11,4,12,4,13,2
16077,1,1,1,2,2,5,4,9,4,9,3
16078,1,6,1,7,2,8,4,8,4,11,3
16079,1,1,2,3,2,3,3,4,3,12,3
16080,1,2,1,3,3,3,3,4,4,5,3
16081,2,2,2,5,3,6,3,11,4,13,3
16082,1,2,1,4,2,5,3,8,4,10,4
16083,2,3,2,7,3,8,4,8,4,9,3
16084,2,4,3,4,3,8,4,11,4,13,3
16085,2,4,3,5,3,8,4,10,4,12,3
16086,1,1,1,1,1,3,2,12,4,13,3
16087,1,1,2,3,2,4,2,6,4,7,3
16088,1,4,1,5,2,9,3,10,4,11,4
16089,1,1,1,2,1,8,3,12,4,13,3
16090,1,1,2,2,3,4,4,6,4,9,4
16091,1,5,2,5,3,10,4,10,4,13,4
16092,1,6,2,7,2,9,3,9,3,10,3
16093,1,1,2,9,3,11,4,12,4,13,4
16094,1,1,1,8,1,11,4,11,4,13,2
16095,2,1,3,2,3,2,4,11,4,12,3
16096,1,6,3,6,3,7,3,9,4,12,3
16097,1,4,2,7,2,7,2,9,3,13,3
16098,2,5,3,6,3,10,4,12,4,13,3
16099,1,3,3,7,3,11,4,13,4,13,3
16100,1,1,3,6,4,8,4,10,4,12,3
16101,1,5,2,7,3,8,3,11,3,13,3
16102,2,2,2,3,3,5,4,8,4,10,3
16103,1,1,1,3,2,9,2,12,4,12,3
16104,1,1,3,4,3,7,4,7,4,8,3
16105,1,2,1,3,1,5,2,8,4,9,3
16106,1,3,1,4,3,9,3,10,4,12,3
16107,1,1,2,1,3,9,3,9,4,11,4
16108,1,1,1,5,1,6,4,8,4,9,2
16109,1,8,3,9,4,11,4,11,4,13,3
16110,1,3,2,5,3,9,3,10,3,11,3
16111,1,2,1,3,2,6,3,7,4,8,4
16112,1,4,3,8,3,9,3,11,4,12,3
16113,1,2,2,6,2,8,3,9,4,13,4
16114,1,6,1,6,1,10,2,12,3,13,3
16115,1,1,1,2,2,9,2,10,3,13,3
16116,1,6,1,7,3,9,3,9,4,10,3
16117,1,2,1,5,2,5,3,7,3,11,3
16118,2,6,2,6,3,8,3,10,3,13,2
16119,1,3,2,4,2,6,3,8,3,10,3
16120,1,1,1,4,2,6,3,9,3,10,3
16121,2,4,3,7,3,10,4,11,4,12,3
16122,1,2,1,2,2,6,3,12,4,12,4
16123,1,1,2,2,2,3,2,4,2,13,2
16124,1,2,2,4,3,8,3,8,3,13,3
16125,1,1,1,4,2,8,3,11,3,13,3
16126,1,1,2,1,2,2,4,2,4,5,3
16127,1,1,1,1,3,2,3,4,4,7,3
16128,1,1,1,1,2,3,2,5,4,12,3
16129,1,4,1,6,3,8,3,10,4,11,3
16130,1,8,3,8,4,10,4,11,4,12,3
16131,1,1,1,2,2,2,3,7,4,8,4
16132,1,1,2,2,3,4,4,7,4,8,4
16133,1,4,2,7,2,8,4,9,4,13,3
16134,1,2,2,4,3,6,3,8,4,13,4
16135,1,1,2,2,3,3,3,4,4,8,4
16136,1,2,1,3,4,4,4,6,4,7,2
16137,1,2,1,7,1,8,4,12,4,13,2
16138,1,5,3,5,3,7,4,11,4,13,3
16139,1,1,2,2,2,3,4,4,4,11,3
16140,1,1,1,2,2,3,4,7,4,8,3
16141,2,2,2,8,3,10,3,11,4,11,3
16142,3,2,4,3,4,7,4,8,4,12,2
16143,1,1,3,2,3,3,3,4,4,6,3
16144,2,5,2,7,3,8,4,9,4,13,3
16145,1,3,2,7,3,9,3,10,4,12,4
16146,1,4,3,4,4,6,4,11,4,13,3
16147,1,1,3,2,3,8,4,11,4,11,3
16148,1,3,2,3,3,7,3,10,4,11,4
16149,1,1,2,5,3,7,3,10,4,13,4
16150,1,3,1,8,2,8,3,9,3,10,3
16151,1,3,1,5,1,7,2,8,2,9,2
16152,1,1,2,4,2,6,3,6,3,13,3
16153,1,1,1,4,3,5,3,10,4,12,3
16154,1,5,1,11,2,13,2,13,4,13,3
16155,1,3,1,8,1,9,2,11,4,12,3
16156,1,2,2,5,2,6,3,7,4,10,4
16157,1,3,1,3,2,5,2,9,3,9,3
16158,1,1,3,9,3,10,4,11,4,12,3
16159,1,5,2,7,4,9,4,11,4,13,3
16160,1,1,1,6,1,11,3,11,4,12,3
16161,1,2,2,6,3,6,3,9,4,12,4
16162,1,1,2,5,4,7,4,8,4,10,3
16163,2,2,2,4,3,7,3,13,4,13,3
16164,1,3,1,5,2,9,3,10,3,11,3
16165,1,1,3,1,3,2,3,8,4,8,3
16166,1,2,1,5,1,9,2,11,3,12,3
16167,1,2,1,2,1,4,3,5,4,6,3
16168,2,2,3,6,3,9,4,10,4,11,3
16169,2,5,3,7,3,8,4,10,4,11,3
16170,2,2,3,4,3,5,4,8,4,12,3
16171,2,4,3,5,3,6,3,10,4,11,3
16172,1,1,1,8,2,10,3,12,3,12,3
16173,2,3,2,5,4,6,4,8,4,11,2
16174,1,1,1,2,2,3,2,4,4,12,3
16175,1,5,1,5,1,6,1,7,2,9,2
16176,3,1,3,8,4,9,4,12,4,13,2
16177,1,3,3,4,4,7,4,13,4,13,3
16178,1,2,2,4,3,5,3,9,4,13,4
16179,1,2,3,2,3,9,3,10,4,11,3
16180,1,1,2,3,4,4,4,9,4,10,3
16181,1,2,1,6,2,8,2,10,4,11,3
16182,1,3,2,4,2,9,2,10,3,13,3
16183,3,1,3,2,3,10,4,11,4,12,2
16184,2,1,2,3,4,7,4,9,4,11,2
16185,1,1,2,3,2,7,3,9,3,13,3
16186,2,6,2,7,2,8,2,11,3,12,2
16187,1,4,2,7,2,11,3,12,4,13,4
16188,1,2,1,4,2,5,4,9,4,10,3
16189,1,6,2,7,2,7,3,8,3,10,3
16190,1,1,3,3,3,6,4,11,4,13,3
16191,1,5,3,7,3,8,3,8,4,12,3
16192,1,2,1,4,3,7,3,10,3,11,2
16193,1,1,2,6,2,10,3,11,4,12,4
16194,1,2,2,6,4,7,4,8,4,11,3
16195,2,1,3,2,4,7,4,11,4,12,3
16196,1,5,2,8,2,10,3,10,3,13,3
16197,1,5,2,9,3,9,4,10,4,10,4
16198,1,2,2,4,3,6,3,8,3,10,3
16199,1,2,2,3,2,7,2,7,4,12,3
